,phrase,contaminant,date,city,county,main city,main county,title,page_url
440,"By David Castellon, Visalia Times-DeltaJune 30, 2015County leaders have approved the $20,000 purchase of a small parcel of land where a new well will be drilled to supply water for the rural towns of Yettem and Seville.",lead,"July 01, 2015",['tulare'],['tulare'],tulare,tulare,County buying land for Yettem-Seville well - Community Water Center,https://www.communitywatercenter.org/county_yettem_seville_well
441,Ores said the information in the well logs will also be helpful in areas where communities are looking for new water sources and where portions of the groundwater are tainted with hazardous contaminants such as nitrates or arsenic.,arsenic,"June 29, 2015",['davis'],[],davis,,California well drilling records to be made public - Community Water Center,https://www.communitywatercenter.org/california_well_records_public
442,Ores said the information in the well logs will also be helpful in areas where communities are looking for new water sources and where portions of the groundwater are tainted with hazardous contaminants such as nitrates or arsenic.,nitrate,"June 29, 2015",['davis'],[],davis,,California well drilling records to be made public - Community Water Center,https://www.communitywatercenter.org/california_well_records_public
443,Ores said the information in the well logs will also be helpful in areas where communities are looking for new water sources and where portions of the groundwater are tainted with hazardous contaminants such as nitrates or arsenic.,nitrates,"June 29, 2015",['davis'],[],davis,,California well drilling records to be made public - Community Water Center,https://www.communitywatercenter.org/california_well_records_public
444," They argued the change would infringe on private property rights, would lead to lawsuits and could give away the locations of well sites to metal thieves looking to steal pieces of water infrastructure.",lead,"June 29, 2015",['davis'],[],davis,,California well drilling records to be made public - Community Water Center,https://www.communitywatercenter.org/california_well_records_public
445," Nearly every public well in the city has high levels of arsenic, a drinking water contaminant that can cause cancer, reduced mental functioning in children, and Type 2 Diabetes.",arsenic,"June 20, 2015",['arvin'],['kern'],arvin,kern,Arvin Safe Water Program Unveils First Safe Drinking Water Fountains in Schools - Community Water Center,https://www.communitywatercenter.org/arvin_safe_drinking_fountains_schools
446,"An innovative partnership between the Community Water Center, Rural Community Assistance Corporation, the State Water Resources Control Board, The California Endowment, and Helping Hands for Water is installing water fountains and bottle filling stations with point-of-use treatment systems specifically designed to remove arsenic from the water.",arsenic,"June 20, 2015",['arvin'],['kern'],arvin,kern,Arvin Safe Water Program Unveils First Safe Drinking Water Fountains in Schools - Community Water Center,https://www.communitywatercenter.org/arvin_safe_drinking_fountains_schools
447, Local community leaders lead a walking tour of the fountains to demonstrate the arsenic treatment systems.,arsenic,"June 20, 2015",['arvin'],['kern'],arvin,kern,Arvin Safe Water Program Unveils First Safe Drinking Water Fountains in Schools - Community Water Center,https://www.communitywatercenter.org/arvin_safe_drinking_fountains_schools
448, Local community leaders lead a walking tour of the fountains to demonstrate the arsenic treatment systems.,lead,"June 20, 2015",['arvin'],['kern'],arvin,kern,Arvin Safe Water Program Unveils First Safe Drinking Water Fountains in Schools - Community Water Center,https://www.communitywatercenter.org/arvin_safe_drinking_fountains_schools
449," Two Policies We're Still PushingEven with these wins, it's important to point out that our state leaders failed to push forward two key policies: first, resources to map who lacks access to safe, affordable water, and second, funding to implement solutions for schools that lack safe water.",lead,"June 19, 2015",[],[],,,Big Wins in the Budget - Community Water Center,https://www.communitywatercenter.org/big_wins_in_the_budget
450," Many small water systems serving disadvantaged communities lack the capacity and infrastructure to reliably deliver safe water, exposing families to arsenic, nitrates and other contaminants.",arsenic,"June 19, 2015",[],[],,,"Assembly, Senate Approve Landmark Drought Consolidation Bills - Community Water Center",https://www.communitywatercenter.org/drought_consolidation
451,"Isabel Solorio, a resident of Lanare, an unincorporated community that has long struggled with arsenic in its drinking water, celebrated passage of the measures today: “One way or another, we need to do something.",arsenic,"June 19, 2015",[],[],,,"Assembly, Senate Approve Landmark Drought Consolidation Bills - Community Water Center",https://www.communitywatercenter.org/drought_consolidation
452," Many small water systems serving disadvantaged communities lack the capacity and infrastructure to reliably deliver safe water, exposing families to arsenic, nitrates and other contaminants.",nitrate,"June 19, 2015",[],[],,,"Assembly, Senate Approve Landmark Drought Consolidation Bills - Community Water Center",https://www.communitywatercenter.org/drought_consolidation
453," Many small water systems serving disadvantaged communities lack the capacity and infrastructure to reliably deliver safe water, exposing families to arsenic, nitrates and other contaminants.",nitrates,"June 19, 2015",[],[],,,"Assembly, Senate Approve Landmark Drought Consolidation Bills - Community Water Center",https://www.communitywatercenter.org/drought_consolidation
454," The County recently signed a Governance Study contract to evaluate region-wide governance solutions to address the area’s drinking water challenges, which include groundwater contaminated with high levels of nitrates and the pesticide DBCP.",nitrate,"June 05, 2015","['tulare', 'orosi']",['tulare'],tulare,tulare,Momentum Builds as Northern Tulare County Residents Collaborate for Regional Solutions - Community Water Center,https://www.communitywatercenter.org/northern_tulare_county_updates
455," The County recently signed a Governance Study contract to evaluate region-wide governance solutions to address the area’s drinking water challenges, which include groundwater contaminated with high levels of nitrates and the pesticide DBCP.",nitrates,"June 05, 2015","['tulare', 'orosi']",['tulare'],tulare,tulare,Momentum Builds as Northern Tulare County Residents Collaborate for Regional Solutions - Community Water Center,https://www.communitywatercenter.org/northern_tulare_county_updates
456,"Anavel Valdez-Lupercio was honored by the United Women’s Organization / Organización de Mujeres Unidas (UWO), Latinas in Business and Professions Association, and the Tulare Kings Hispanic Chamber of Commerce for her leadership as a Latina in Technology.",lead,"May 21, 2015",['tulare'],['tulare'],tulare,tulare,CWC’s Anavel Valdez-Lupercio Honored by the United Women’s Organization! - Community Water Center,https://www.communitywatercenter.org/anavel_honored
457,"Residents of Arvin, CA, have been impacted by arsenic-contaminated water for over a decade.",arsenic,"April 30, 2015",['arvin'],[],arvin,,Interim Drinking Water Solutions in Arvin - Community Water Center,https://www.communitywatercenter.org/interim_solutions_in_arvin
458, Each of the community's five wells exceeds drinking water standards set by the federal EPA for arsenic.,arsenic,"April 30, 2015",['arvin'],[],arvin,,Interim Drinking Water Solutions in Arvin - Community Water Center,https://www.communitywatercenter.org/interim_solutions_in_arvin
459,Jerry Tinoco discusses Arvin's long-standing problem of arsenic contamination and the financial challenges for many Arvin residents of acquiring adequate water filters.,arsenic,"April 16, 2015",['arvin'],[],arvin,,CWC's Jerry Tinoco Discusses Arsenic Contamination in Arvin on KERO Bakersfield - Community Water Center,https://www.communitywatercenter.org/jerry_arsenic_contamination_in_arvin_k_kero
